outcome_id,vendor_id,vendor_name,period,contract_renewed,renewal_term_months,churned,escalation_flag,incident_count,sla_breach_flag,payment_dispute_flag,relationship_health
740,93,Vendor 093,2024-Q4,1,12,0,0,0,0,0,Strong
741,93,Vendor 093,2025-Q1,1,12,0,0,2,0,0,Strong
742,93,Vendor 093,2025-Q2,1,36,0,0,2,0,0,Strong
743,93,Vendor 093,2025-Q3,1,12,0,0,2,0,0,Strong
744,93,Vendor 093,2025-Q4,1,24,0,0,3,0,0,Strong
745,94,Vendor 094,2024-Q1,1,12,0,0,1,0,0,Strong
746,94,Vendor 094,2024-Q2,1,12,0,0,1,0,0,Strong
747,94,Vendor 094,2024-Q3,1,6,0,0,0,0,0,Strong
748,94,Vendor 094,2024-Q4,0,0,0,1,2,1,0,Strong
749,94,Vendor 094,2025-Q1,0,0,0,0,1,0,0,Strong
750,94,Vendor 094,2025-Q2,1,12,0,0,0,0,0,Strong
751,94,Vendor 094,2025-Q3,1,24,0,0,3,0,0,Strong
752,94,Vendor 094,2025-Q4,1,24,0,0,1,0,0,Strong
753,95,Vendor 095,2024-Q1,0,0,0,0,3,0,0,Neutral
754,95,Vendor 095,2024-Q2,1,36,0,0,3,0,0,Neutral
755,95,Vendor 095,2024-Q3,1,6,0,0,1,0,0,Neutral
756,95,Vendor 095,2024-Q4,1,6,0,0,2,0,0,Neutral
757,95,Vendor 095,2025-Q1,1,6,0,0,2,0,0,Neutral
758,95,Vendor 095,2025-Q2,1,6,0,0,3,0,0,Neutral
759,95,Vendor 095,2025-Q3,1,12,0,0,2,0,0,Neutral
760,95,Vendor 095,2025-Q4,1,12,0,1,0,1,0,Neutral
761,96,Vendor 096,2024-Q1,0,0,0,0,2,0,0,Neutral
762,96,Vendor 096,2024-Q2,1,12,0,0,2,0,0,Neutral
763,96,Vendor 096,2024-Q3,1,24,0,0,2,0,0,Neutral
764,96,Vendor 096,2024-Q4,0,0,1,0,2,0,0,Neutral
765,96,Vendor 096,2025-Q1,0,0,0,0,3,0,0,Neutral
766,96,Vendor 096,2025-Q2,0,0,0,1,2,0,1,Neutral
767,96,Vendor 096,2025-Q3,0,0,0,1,1,1,0,Neutral
768,96,Vendor 096,2025-Q4,0,0,0,0,2,0,0,Neutral
769,97,Vendor 097,2024-Q1,0,0,0,0,3,0,0,Neutral
770,97,Vendor 097,2024-Q2,1,12,0,0,2,0,0,Neutral
771,97,Vendor 097,2024-Q3,0,0,0,1,4,0,0,Neutral
772,97,Vendor 097,2024-Q4,0,0,0,0,2,0,0,Neutral
773,97,Vendor 097,2025-Q1,0,0,0,0,2,0,0,Neutral
774,97,Vendor 097,2025-Q2,1,12,0,0,3,0,0,Neutral
775,97,Vendor 097,2025-Q3,0,0,0,1,1,1,0,Neutral
776,97,Vendor 097,2025-Q4,0,0,0,0,1,0,0,Neutral
777,98,Vendor 098,2024-Q1,1,6,0,0,0,0,0,Strong
778,98,Vendor 098,2024-Q2,1,6,0,0,1,0,0,Strong
779,98,Vendor 098,2024-Q3,0,0,0,0,3,0,0,Strong
780,98,Vendor 098,2024-Q4,1,12,0,0,0,0,0,Strong
781,98,Vendor 098,2025-Q1,1,24,0,0,1,0,0,Strong
782,98,Vendor 098,2025-Q2,1,24,0,0,2,0,0,Strong
783,98,Vendor 098,2025-Q3,1,6,0,0,0,0,0,Strong
784,98,Vendor 098,2025-Q4,1,24,0,0,1,0,0,Strong
785,99,Vendor 099,2024-Q1,0,0,0,1,4,0,0,Strong
786,99,Vendor 099,2024-Q2,0,0,0,0,1,0,0,Strong
787,99,Vendor 099,2024-Q3,1,12,0,0,3,0,0,Strong
788,99,Vendor 099,2024-Q4,1,36,0,0,3,0,0,Strong
789,99,Vendor 099,2025-Q1,0,0,0,1,1,1,0,Strong
790,99,Vendor 099,2025-Q2,1,6,0,0,2,0,0,Strong
791,99,Vendor 099,2025-Q3,1,12,0,0,1,0,0,Strong
792,99,Vendor 099,2025-Q4,1,12,0,0,3,0,0,Strong
793,100,Vendor 100,2024-Q1,0,0,0,0,3,0,0,Strong
794,100,Vendor 100,2024-Q2,0,0,0,0,2,0,0,Strong
795,100,Vendor 100,2024-Q3,1,6,0,0,2,0,0,Strong
796,100,Vendor 100,2024-Q4,0,0,0,0,0,0,0,Strong
797,100,Vendor 100,2025-Q1,1,36,0,1,0,0,1,Strong
798,100,Vendor 100,2025-Q2,1,6,0,0,0,0,0,Strong
799,100,Vendor 100,2025-Q3,0,0,0,0,3,0,0,Strong
800,100,Vendor 100,2025-Q4,1,12,0,0,1,0,0,Strong
801,101,Vendor 101,2024-Q1,1,6,0,0,2,0,0,Strong
802,101,Vendor 101,2024-Q2,0,0,0,1,2,1,0,Strong
803,101,Vendor 101,2024-Q3,1,12,0,0,1,0,0,Strong
804,101,Vendor 101,2024-Q4,1,12,0,0,1,0,0,Strong
805,101,Vendor 101,2025-Q1,1,24,0,1,0,1,0,Strong
806,101,Vendor 101,2025-Q2,1,12,0,0,2,0,0,Strong
807,101,Vendor 101,2025-Q3,0,0,0,0,0,0,0,Strong
808,101,Vendor 101,2025-Q4,1,12,0,0,0,0,0,Strong
809,102,Vendor 102,2024-Q1,1,12,0,1,4,0,0,Strong
810,102,Vendor 102,2024-Q2,1,12,0,0,0,0,0,Strong
811,102,Vendor 102,2024-Q3,1,6,0,0,2,0,0,Strong
812,102,Vendor 102,2024-Q4,1,6,0,0,1,0,0,Strong
813,102,Vendor 102,2025-Q1,1,6,0,0,2,0,0,Strong
814,102,Vendor 102,2025-Q2,0,0,0,0,1,0,0,Strong
815,102,Vendor 102,2025-Q3,1,12,0,1,1,1,0,Strong
816,102,Vendor 102,2025-Q4,1,12,0,0,1,0,0,Strong
817,103,Vendor 103,2024-Q1,1,24,0,0,0,0,0,Strong
818,103,Vendor 103,2024-Q2,1,12,0,0,0,0,0,Strong
819,103,Vendor 103,2024-Q3,1,12,0,0,0,0,0,Strong
820,103,Vendor 103,2024-Q4,1,24,0,0,2,0,0,Strong
821,103,Vendor 103,2025-Q1,1,12,0,0,1,0,0,Strong
822,103,Vendor 103,2025-Q2,1,6,0,0,2,0,0,Strong
823,103,Vendor 103,2025-Q3,1,6,0,0,1,0,0,Strong
824,103,Vendor 103,2025-Q4,0,0,0,0,1,0,0,Strong
825,104,Vendor 104,2024-Q1,1,24,0,1,1,1,0,Strong
826,104,Vendor 104,2024-Q2,1,12,0,1,1,1,0,Strong
827,104,Vendor 104,2024-Q3,1,12,0,0,3,0,0,Strong
828,104,Vendor 104,2024-Q4,0,0,0,0,1,0,0,Strong
829,104,Vendor 104,2025-Q1,1,12,0,0,3,0,0,Strong
830,104,Vendor 104,2025-Q2,1,6,0,0,2,0,0,Strong
831,104,Vendor 104,2025-Q3,0,0,0,1,0,1,0,Strong
832,104,Vendor 104,2025-Q4,1,6,0,0,2,0,0,Strong
833,105,Vendor 105,2024-Q1,1,12,0,0,1,0,0,Strong
834,105,Vendor 105,2024-Q2,1,12,0,0,0,0,0,Strong
835,105,Vendor 105,2024-Q3,1,12,0,0,1,0,0,Strong
836,105,Vendor 105,2024-Q4,1,24,0,0,0,0,0,Strong
837,105,Vendor 105,2025-Q1,1,6,0,0,1,0,0,Strong
838,105,Vendor 105,2025-Q2,1,12,0,1,5,0,0,Strong
839,105,Vendor 105,2025-Q3,1,12,0,0,1,0,0,Strong
840,105,Vendor 105,2025-Q4,1,6,0,0,2,0,0,Strong
841,106,Vendor 106,2024-Q1,1,24,0,1,4,0,0,Strong
842,106,Vendor 106,2024-Q2,1,12,0,0,3,0,0,Strong
843,106,Vendor 106,2024-Q3,1,6,0,0,2,0,0,Strong
844,106,Vendor 106,2024-Q4,0,0,1,0,1,0,0,Strong
845,106,Vendor 106,2025-Q1,0,0,0,1,1,0,1,Strong
846,106,Vendor 106,2025-Q2,0,0,0,0,3,0,0,Strong
847,106,Vendor 106,2025-Q3,0,0,0,0,0,0,0,Strong
848,106,Vendor 106,2025-Q4,0,0,0,0,3,0,0,Strong
849,107,Vendor 107,2024-Q1,0,0,0,0,0,0,0,Neutral
850,107,Vendor 107,2024-Q2,1,12,0,0,3,0,0,Neutral
851,107,Vendor 107,2024-Q3,1,24,0,1,4,0,0,Neutral
852,107,Vendor 107,2024-Q4,1,6,0,0,3,0,0,Neutral
853,107,Vendor 107,2025-Q1,1,24,0,0,3,0,0,Neutral
854,107,Vendor 107,2025-Q2,1,12,0,0,2,0,0,Neutral
855,107,Vendor 107,2025-Q3,0,0,0,0,2,0,0,Neutral
856,107,Vendor 107,2025-Q4,0,0,0,0,3,0,0,Neutral
857,108,Vendor 108,2024-Q1,0,0,0,1,4,0,0,Neutral
858,108,Vendor 108,2024-Q2,0,0,0,1,2,0,1,Neutral
859,108,Vendor 108,2024-Q3,1,12,0,0,3,0,0,Neutral
860,108,Vendor 108,2024-Q4,1,36,0,0,2,0,0,Neutral
861,108,Vendor 108,2025-Q1,0,0,0,1,4,0,1,Neutral
862,108,Vendor 108,2025-Q2,0,0,0,1,0,1,0,Neutral
863,108,Vendor 108,2025-Q3,1,36,0,0,3,0,0,Neutral
864,108,Vendor 108,2025-Q4,0,0,0,0,3,0,0,Neutral
865,109,Vendor 109,2024-Q1,1,24,0,0,3,0,0,Neutral
866,109,Vendor 109,2024-Q2,0,0,0,0,3,0,0,Neutral
867,109,Vendor 109,2024-Q3,1,6,0,1,5,0,1,Neutral
868,109,Vendor 109,2024-Q4,1,12,0,0,3,0,0,Neutral
869,109,Vendor 109,2025-Q1,1,24,0,1,2,0,1,Neutral
870,109,Vendor 109,2025-Q2,1,6,0,0,3,0,0,Neutral
871,109,Vendor 109,2025-Q3,1,12,0,0,3,0,0,Neutral
872,109,Vendor 109,2025-Q4,1,24,0,1,4,0,0,Neutral
873,110,Vendor 110,2024-Q1,1,24,0,0,2,0,0,Strong
874,110,Vendor 110,2024-Q2,0,0,0,0,3,0,0,Strong
875,110,Vendor 110,2024-Q3,1,12,0,0,0,0,0,Strong
876,110,Vendor 110,2024-Q4,0,0,0,0,1,0,0,Strong
877,110,Vendor 110,2025-Q1,0,0,0,0,1,0,0,Strong
878,110,Vendor 110,2025-Q2,1,12,0,0,2,0,0,Strong
879,110,Vendor 110,2025-Q3,0,0,0,1,1,0,1,Strong
880,110,Vendor 110,2025-Q4,0,0,0,0,2,0,0,Strong
881,111,Vendor 111,2024-Q1,1,24,0,0,3,0,0,Weak
882,111,Vendor 111,2024-Q2,1,12,0,1,3,1,0,Weak
883,111,Vendor 111,2024-Q3,1,24,0,0,3,0,0,Weak
884,111,Vendor 111,2024-Q4,0,0,0,0,2,0,0,Weak
885,111,Vendor 111,2025-Q1,0,0,0,1,4,1,1,Weak
886,111,Vendor 111,2025-Q2,1,12,0,1,5,0,0,Weak
887,111,Vendor 111,2025-Q3,1,12,0,1,4,0,0,Weak
888,111,Vendor 111,2025-Q4,1,12,0,0,3,0,0,Weak
889,112,Vendor 112,2024-Q1,1,6,0,0,0,0,0,Strong
890,112,Vendor 112,2024-Q2,1,6,0,0,2,0,0,Strong
891,112,Vendor 112,2024-Q3,1,24,0,0,1,0,0,Strong
892,112,Vendor 112,2024-Q4,1,12,0,0,1,0,0,Strong
893,112,Vendor 112,2025-Q1,1,12,0,0,1,0,0,Strong
894,112,Vendor 112,2025-Q2,1,12,0,0,0,0,0,Strong
895,112,Vendor 112,2025-Q3,1,12,0,0,0,0,0,Strong
896,112,Vendor 112,2025-Q4,1,6,0,0,0,0,0,Strong
897,113,Vendor 113,2024-Q1,0,0,0,0,0,0,0,Strong
898,113,Vendor 113,2024-Q2,1,24,0,1,1,1,0,Strong
899,113,Vendor 113,2024-Q3,0,0,0,0,3,0,0,Strong
900,113,Vendor 113,2024-Q4,1,12,0,0,2,0,0,Strong
901,113,Vendor 113,2025-Q1,1,12,0,1,0,0,1,Strong
902,113,Vendor 113,2025-Q2,0,0,0,0,1,0,0,Strong
903,113,Vendor 113,2025-Q3,1,6,0,0,1,0,0,Strong
904,113,Vendor 113,2025-Q4,1,12,0,0,1,0,0,Strong
905,114,Vendor 114,2024-Q1,1,12,0,0,1,0,0,Strong
906,114,Vendor 114,2024-Q2,1,6,0,0,0,0,0,Strong
907,114,Vendor 114,2024-Q3,1,12,0,0,0,0,0,Strong
908,114,Vendor 114,2024-Q4,0,0,0,1,4,0,0,Strong
909,114,Vendor 114,2025-Q1,0,0,0,0,1,0,0,Strong
910,114,Vendor 114,2025-Q2,0,0,0,0,3,0,0,Strong
911,114,Vendor 114,2025-Q3,0,0,0,0,0,0,0,Strong
912,114,Vendor 114,2025-Q4,1,12,0,0,1,0,0,Strong
913,115,Vendor 115,2024-Q1,0,0,0,0,2,0,0,Neutral
914,115,Vendor 115,2024-Q2,0,0,0,0,2,0,0,Neutral
915,115,Vendor 115,2024-Q3,0,0,0,0,2,0,0,Neutral
916,115,Vendor 115,2024-Q4,0,0,0,0,1,0,0,Neutral
917,115,Vendor 115,2025-Q1,1,12,0,1,1,0,1,Neutral
918,115,Vendor 115,2025-Q2,1,12,0,0,0,0,0,Neutral
919,115,Vendor 115,2025-Q3,0,0,0,0,3,0,0,Neutral
920,115,Vendor 115,2025-Q4,1,6,0,1,1,0,1,Neutral
921,116,Vendor 116,2024-Q1,1,12,0,1,0,1,0,Strong
922,116,Vendor 116,2024-Q2,1,12,0,1,1,1,0,Strong
923,116,Vendor 116,2024-Q3,1,12,0,0,1,0,0,Strong
924,116,Vendor 116,2024-Q4,1,6,0,0,1,0,0,Strong
925,116,Vendor 116,2025-Q1,0,0,0,0,0,0,0,Strong
926,116,Vendor 116,2025-Q2,1,12,0,0,3,0,0,Strong
927,116,Vendor 116,2025-Q3,1,6,0,0,1,0,0,Strong
928,116,Vendor 116,2025-Q4,1,12,0,0,0,0,0,Strong
929,117,Vendor 117,2024-Q1,1,6,0,0,2,0,0,Strong
930,117,Vendor 117,2024-Q2,0,0,0,0,0,0,0,Strong
931,117,Vendor 117,2024-Q3,1,6,0,1,0,1,1,Strong
932,117,Vendor 117,2024-Q4,1,24,0,1,2,0,1,Strong
933,117,Vendor 117,2025-Q1,1,12,0,0,1,0,0,Strong
934,117,Vendor 117,2025-Q2,1,6,0,0,3,0,0,Strong
935,117,Vendor 117,2025-Q3,1,6,0,0,2,0,0,Strong
936,117,Vendor 117,2025-Q4,1,36,0,0,3,0,0,Strong
937,118,Vendor 118,2024-Q1,1,12,0,1,5,0,0,Weak
938,118,Vendor 118,2024-Q2,1,6,0,0,1,0,0,Weak
939,118,Vendor 118,2024-Q3,1,12,0,0,1,0,0,Weak
940,118,Vendor 118,2024-Q4,0,0,0,0,2,0,0,Weak
941,118,Vendor 118,2025-Q1,1,36,0,0,3,0,0,Weak
942,118,Vendor 118,2025-Q2,0,0,0,0,1,0,0,Weak
943,118,Vendor 118,2025-Q3,0,0,0,1,5,0,0,Weak
944,118,Vendor 118,2025-Q4,1,24,0,1,3,1,0,Weak
945,119,Vendor 119,2024-Q1,1,24,0,0,0,0,0,Strong
946,119,Vendor 119,2024-Q2,1,6,0,0,1,0,0,Strong
947,119,Vendor 119,2024-Q3,1,6,0,1,1,0,1,Strong
948,119,Vendor 119,2024-Q4,1,12,0,1,4,0,0,Strong
949,119,Vendor 119,2025-Q1,1,24,0,0,0,0,0,Strong
950,119,Vendor 119,2025-Q2,1,6,0,0,0,0,0,Strong
951,119,Vendor 119,2025-Q3,1,12,0,0,1,0,0,Strong
952,119,Vendor 119,2025-Q4,0,0,0,1,1,1,0,Strong
953,120,Vendor 120,2024-Q1,1,6,0,1,0,1,0,Neutral
954,120,Vendor 120,2024-Q2,1,12,0,0,0,0,0,Neutral
955,120,Vendor 120,2024-Q3,0,0,0,1,4,1,0,Neutral
956,120,Vendor 120,2024-Q4,1,12,0,1,4,0,0,Neutral
957,120,Vendor 120,2025-Q1,1,24,0,0,2,0,0,Neutral
958,120,Vendor 120,2025-Q2,1,6,0,1,2,1,0,Neutral
959,120,Vendor 120,2025-Q3,0,0,0,1,3,1,0,Neutral
960,120,Vendor 120,2025-Q4,0,0,0,1,2,0,1,Neutral
